id,origin,destination,arrival,board,alight,route,board_stop
B1-11,B1,B3,33.746521836148126,36.31144661438373,,B,B1
B2-8,B2,B3,32.98912224362516,37.163768823274886,,B,B2
B2-9,B2,B3,35.597145854317645,37.20543548994155,,B,B2
B2-10,B2,B3,36.33561065600393,37.247102156608214,,B,B2
B2-11,B2,B3,36.35406872392372,37.28876882327488,,B,B2
A1-14,A1,A2,27.174553674966962,38.17639537327636,,A,A1
A1-15,A1,A2,29.77756628177632,38.21806203994302,,A,A1
A1-16,A1,A2,30.042296164499508,38.259728706609685,,A,A1
A1-17,A1,A2,30.665538149160273,38.30139537327635,,A,A1
A1-18,A1,A3,31.789915540026236,38.343062039943014,,A,A1
A1-19,A1,A2,36.83150944071462,38.38472870660968,,A,A1
A3-8,A3,A3,33.35067700919673,40.210856010536496,,A,A3
A3-9,A3,A3,34.11016774829987,40.25252267720316,,A,A3
B3-13,B3,B3,33.93553029132369,41.99300800967272,,B,B3
B3-14,B3,B3,34.28769333137509,42.034674676339385,,B,B3
B3-15,B3,B3,41.01261958701832,42.07634134300605,,B,B3
B3-16,B3,B3,41.57239278976582,42.118008009672714,,B,B3
B2-12,B2,B3,41.98705798221081,42.23803504775724,,B,B2
B2-13,B2,B3,42.205951534893416,42.27970171442391,,B,B2
A1-20,A1,A2,40.33749774753475,45.34306940424936,,A,A1
A1-21,A1,A3,40.55729564900274,45.38473607091603,,A,A1
A1-22,A1,A2,41.825560427334835,45.42640273758269,,A,A1
A1-23,A1,A3,42.9736141451957,45.468069404249356,,A,A1
A1-24,A1,A3,44.0973690400075,45.50973607091602,,A,A1
A2-6,A2,A3,37.89027593167435,45.66757596175092,,A,A2
A2-7,A2,A3,43.79113403584841,45.709242628417584,,A,A2
B3-17,B3,B3,46.010125479367524,46.60868281008196,,B,B3
B1-12,B1,B3,37.79773082558496,47.14379915120936,,B,B1
B1-13,B1,B2,41.061888097554956,47.18546581787602,,B,B1
B1-14,B1,B2,46.03321202670051,47.227132484542686,,B,B1
B1-15,B1,B2,46.35164301073927,47.26879915120935,,B,B1
B1-16,B1,B3,49.474458871530764,50.66328771139729,,B,B1
B2-14,B2,B3,43.44757936959459,51.39258784103375,,B,B2
B2-15,B2,B3,47.8071653161204,51.434254507700416,,B,B2
A2-8,A2,A3,47.85069147155249,51.87943368344916,,A,A2
A2-9,A2,A3,51.146241451095804,51.92110035011582,,A,A2
B2-16,B2,B3,52.57514115970994,54.96435942870498,,B,B2
B2-17,B2,B3,54.94326508349058,55.006026095371645,,B,B2
B3-18,B3,B3,48.914971540168935,56.19988013838824,,B,B3
B3-19,B3,B3,55.61447138890241,56.2415468050549,,B,B3
A1-25,A1,A3,50.332374504011824,58.77442919456415,,A,A1
A1-26,A1,A3,52.44574261480402,58.816095861230814,,A,A1
A1-27,A1,A2,53.52401892564716,58.85776252789748,,A,A1
A1-28,A1,A3,54.343272705599446,58.89942919456414,,A,A1
A1-29,A1,A2,58.3682702699954,58.94109586123081,,A,A1
A3-10,A3,A3,55.780899446236475,59.01247484673055,,A,A3
B3-20,B3,B3,57.16965458838903,60.9586696746367,,B,B3
B1-17,B1,B2,51.17649570030646,62.39471734968225,,B,B1
B1-18,B1,B2,51.240865135281744,62.43638401634892,,B,B1
B1-19,B1,B3,51.52628372326141,62.47805068301558,,B,B1
B1-20,B1,B3,51.60611792649404,62.519717349682246,,B,B1
B1-21,B1,B2,54.13544180381292,62.56138401634891,,B,B1
B1-22,B1,B2,55.4561467410196,62.603050683015574,,B,B1
B1-23,B1,B3,55.65640743739504,62.64471734968224,,B,B1
B1-24,B1,B2,56.0959283336452,62.6863840163489,,B,B1
B1-25,B1,B3,58.60466380994652,62.72805068301557,,B,B1
B1-26,B1,B3,59.12090250084312,62.76971734968223,,B,B1
A1-30,A1,A3,63.019610100682705,63.75087754167985,,A,A1
B1-27,B1,B2,64.69793601393202,66.03966883683745,,B,B1
B1-28,B1,B3,64.98941641424165,66.08133550350412,,B,B1
B1-29,B1,B3,65.6361332795901,66.12300217017079,,B,B1
A2-10,A2,A3,53.377498226729514,66.41511868499688,,A,A2
A2-11,A2,A3,62.90256034611342,66.45678535166356,,A,A2
B2-18,B2,B3,55.809282273215224,68.57067274205075,,B,B2
B2-19,B2,B3,61.31223920816379,68.61233940871742,,B,B2
B2-20,B2,B3,63.895905548051026,68.65400607538409,,B,B2
B2-21,B2,B3,65.17167460277875,68.69567274205076,,B,B2
B2-22,B2,B3,67.02853357860747,68.73733940871743,,B,B2
B2-23,B2,B3,67.05178827587963,68.7790060753841,,B,B2
A2-12,A2,A3,69.49195351132768,70.9059871462244,,A,A2
A3-11,A3,A3,69.0556498756396,71.31976352616881,,A,A3
B3-21,B3,B3,66.49474427257455,74.06495315987982,,B,B3
A3-12,A3,A3,71.75701648023296,76.06576878553858,,A,A3
A1-31,A1,A3,69.48887481292908,78.62098726165777,,A,A1
A1-32,A1,A2,69.85367593163093,78.66265392832445,,A,A1
A1-33,A1,A3,78.03402199646278,78.70432059499112,,A,A1
B1-30,B1,B2,69.89570759618746,79.03365720221827,,B,B1
B1-31,B1,B2,70.87166710339115,79.07532386888494,,B,B1
B1-32,B1,B2,73.90688454559329,79.11699053555161,,B,B1
B1-33,B1,B3,75.62603274175291,79.15865720221828,,B,B1
B1-34,B1,B2,77.9772629192094,79.20032386888495,,B,B1
A1-34,A1,A3,78.81648071686872,81.7712242645022,,A,A1
B2-24,B2,B3,69.43470880700815,84.63648527565842,,B,B2
B2-25,B2,B3,70.27193326792757,84.67815194232509,,B,B2
B2-26,B2,B3,72.71010928712808,84.71981860899176,,B,B2
B2-27,B2,B3,83.65014216893273,84.76148527565843,,B,B2
B2-28,B2,B3,84.55458607671875,84.79082599299633,,B,B2
A2-13,A2,A3,71.13958783077742,84.89803308187793,,A,A2
A2-14,A2,A3,72.94748582664526,84.9396997485446,,A,A2
A2-15,A2,A3,74.10773100661409,84.98136641521127,,A,A2
A2-16,A2,A3,75.53945284693027,85.02303308187794,,A,A2
A2-17,A2,A3,75.68979075799237,85.06469974854461,,A,A2
A2-18,A2,A3,78.48386928931092,85.10636641521128,,A,A2
A2-19,A2,A3,79.1099927332528,85.14803308187795,,A,A2
A2-20,A2,A3,80.2185719874917,85.18969974854463,,A,A2
A2-21,A2,A3,84.67919202868087,85.2313664152113,,A,A2
B3-22,B3,B3,75.4554032356647,89.14049133837891,,B,B3
B3-23,B3,B3,76.97926540103326,89.18215800504558,,B,B3
B3-24,B3,B3,77.21949761639868,89.22382467171225,,B,B3
B3-25,B3,B3,78.70416089371855,89.26549133837892,,B,B3
B3-26,B3,B3,81.75994320950781,89.3071580050456,,B,B3
B3-27,B3,B3,88.277614237869,89.34882467171226,,B,B3
B3-28,B3,B3,88.70774677792183,89.39049133837894,,B,B3
A3-13,A3,A3,89.59600717169147,90.72401605024471,,A,A3
B1-35,B1,B2,83.94941529693274,94.43654523742198,,B,B1
B1-36,B1,B2,87.20628761816353,94.47821190408865,,B,B1
B1-37,B1,B3,89.1247507430444,94.51987857075532,,B,B1
B1-38,B1,B2,89.6408310095633,94.561545237422,,B,B1
B1-39,B1,B3,89.68264837845948,94.60321190408867,,B,B1
B1-40,B1,B3,91.4767248398332,94.64487857075534,,B,B1
B1-41,B1,B2,91.95573539618103,94.68654523742201,,B,B1
B1-42,B1,B2,93.17813214863378,94.72821190408868,,B,B1
B1-43,B1,B2,93.54799318223198,94.76987857075535,,B,B1
B1-44,B1,B3,94.5908242672199,94.81154523742202,,B,B1
A1-35,A1,A2,90.94230066719804,97.21800435701178,,A,A1
A1-36,A1,A2,93.90265592876287,97.25967102367845,,A,A1
A1-37,A1,A2,94.24678245744,97.30133769034512,,A,A1
B2-29,B2,B3,86.08299540759977,99.50066149399439,,B,B2
B2-30,B2,B3,89.42912149805856,99.54232816066106,,B,B2
B2-31,B2,B3,89.56788736403972,99.58399482732773,,B,B2
B2-32,B2,B3,92.54714871268833,99.6256614939944,,B,B2
A2-22,A2,A3,88.68120701960795,103.93361904793952,,A,A2
A2-23,A2,A3,95.89578619659314,103.97528571460619,,A,A2
A2-24,A2,A3,100.21083715276879,104.01695238127286,,A,A2
A2-25,A2,A3,101.3183453345204,104.05861904793953,,A,A2
B3-29,B3,B3,90.4659753855009,105.96323544372726,,B,B3
B3-30,B3,B3,91.63335787211435,106.00490211039393,,B,B3
B3-31,B3,B3,96.9706875428767,106.0465687770606,,B,B3
B3-32,B3,B3,100.65310736417901,106.08823544372727,,B,B3
