id,origin,destination,arrival,board,alight,route,bus
B2-133,B2,B3,413.8170139346427,414.3512527771222,,B,B-Bus-1
A2-93,A2,A3,406.76988322075925,414.79499740185724,,A,A-Bus-1
A2-94,A2,A3,408.11823248079065,414.84499740185726,,A,A-Bus-1
A2-95,A2,A3,410.43238658264266,414.89499740185727,,A,A-Bus-1
B3-93,B3,B3,417.0685163482555,418.38929854271464,,B,B-Bus-1
B1-155,B1,B2,411.01945743418213,420.67515531877547,,B,B-Bus-2
B1-156,B1,B2,413.36230979087117,420.7251553187755,,B,B-Bus-2
A3-90,A3,A3,403.8599058638983,421.4731897706123,,A,A-Bus-1
A3-91,A3,A3,411.74092267426397,421.5231897706123,,A,A-Bus-1
B2-134,B2,B3,416.261303723045,426.9235154917635,,B,B-Bus-2
B2-135,B2,B3,420.31023302790817,426.9735154917635,,B,B-Bus-2
A1-144,A1,A3,412.2084214700539,427.85123682269983,,A,A-Bus-1
A1-145,A1,A3,416.60655336160585,427.90123682269984,,A,A-Bus-1
A1-146,A1,A3,417.39984825635304,427.95123682269985,,A,A-Bus-1
A1-147,A1,A2,418.04534765280977,428.00123682269987,,A,A-Bus-1
A1-148,A1,A2,419.28222958670494,428.0512368226999,,A,A-Bus-1
A1-149,A1,A3,421.60674394953736,428.1012368226999,,A,A-Bus-1
A1-150,A1,A2,423.746007996916,428.1512368226999,,A,A-Bus-1
B2-136,B2,B3,427.6679910948459,429.95858307187524,,B,B-Bus-1
B3-94,B3,B3,424.76466437117267,431.4056145035686,,B,B-Bus-2
B3-95,B3,B3,427.8404205635764,431.4556145035686,,B,B-Bus-2
A2-96,A2,A3,420.47148638044644,433.4652120405992,,A,A-Bus-1
A2-97,A2,A3,421.8326717546814,433.51521204059924,,A,A-Bus-1
A2-98,A2,A3,423.0590529222331,433.56521204059925,,A,A-Bus-1
A2-99,A2,A3,432.61624718902334,433.61521204059926,,A,A-Bus-1
A2-100,A2,A3,432.8072084472188,433.6652120405993,,A,A-Bus-1
B3-96,B3,B3,433.80548509678266,435.64703373079163,,B,B-Bus-1
B1-157,B1,B2,423.71651159302894,436.5194026417969,,B,B-Bus-2
B1-158,B1,B2,425.12723358699566,436.5694026417969,,B,B-Bus-2
B1-159,B1,B3,426.9108780826205,436.6194026417969,,B,B-Bus-2
B1-160,B1,B3,428.3280693545462,436.6694026417969,,B,B-Bus-2
B1-161,B1,B3,430.22326516862944,436.71940264179693,,B,B-Bus-2
A2-101,A2,A3,434.78104677270693,437.2771749740519,,A,A-Bus-2
A2-102,A2,A3,434.98009007575604,437.3271749740519,,A,A-Bus-2
A2-103,A2,A3,435.5572003646758,437.3771749740519,,A,A-Bus-2
B1-162,B1,B3,438.9873603284804,440.61929824548406,,B,B-Bus-1
A3-92,A3,A3,425.79858697113804,440.8251263128146,,A,A-Bus-1
B2-137,B2,B3,431.2855777220708,441.0593060455878,,B,B-Bus-2
B3-97,B3,B3,439.1222831824191,445.2525640382344,,B,B-Bus-2
B3-98,B3,B3,440.906543651197,445.30256403823444,,B,B-Bus-2
A1-151,A1,A2,430.43686753861965,446.06501510553994,,A,A-Bus-1
A1-152,A1,A2,433.66904379163304,446.11501510553995,,A,A-Bus-1
A1-153,A1,A2,445.38079248870326,446.16501510553996,,A,A-Bus-1
A1-154,A1,A2,445.55960504596504,446.21501510554,,A,A-Bus-1
A1-155,A1,A3,446.8610329578964,449.818504325941,,A,A-Bus-2
A1-156,A1,A3,448.81412658788116,449.868504325941,,A,A-Bus-2
A2-104,A2,A3,444.10710270832277,452.344029474517,,A,A-Bus-1
A2-105,A2,A3,444.35507693841697,452.394029474517,,A,A-Bus-1
A2-106,A2,A3,444.3551249431913,452.44402947451704,,A,A-Bus-1
A2-107,A2,A3,444.4939906981523,452.49402947451705,,A,A-Bus-1
A2-108,A2,A3,446.53426428083316,452.54402947451706,,A,A-Bus-1
B1-163,B1,B3,441.67454585061296,452.7657184170102,,B,B-Bus-2
B1-164,B1,B2,447.52600214911934,452.8157184170102,,B,B-Bus-2
B1-165,B1,B2,448.7758450142124,452.8657184170102,,B,B-Bus-2
B1-166,B1,B3,451.7666263395892,452.9157184170102,,B,B-Bus-2
B1-167,B1,B2,453.0117389524744,456.27516393417733,,B,B-Bus-1
B2-138,B2,B3,449.0476980131614,457.5942518180196,,B,B-Bus-2
B2-139,B2,B3,449.4259533473489,457.6442518180196,,B,B-Bus-2
B2-140,B2,B3,451.341317173068,457.6942518180196,,B,B-Bus-2
B2-141,B2,B3,453.2191588414274,457.7442518180196,,B,B-Bus-2
A3-93,A3,A3,445.8796214544102,459.455189510468,,A,A-Bus-1
A3-94,A3,A3,450.60389323572684,459.505189510468,,A,A-Bus-1
A3-95,A3,A3,455.97209865601775,459.55518951046804,,A,A-Bus-1
A3-96,A3,A3,457.3780639949067,459.60518951046805,,A,A-Bus-1
A3-97,A3,A3,460.3031897703639,462.4522865516669,,A,A-Bus-2
B3-99,B3,B3,453.8907046586872,462.66003005061367,,B,B-Bus-2
B3-100,B3,B3,461.94724074776394,462.7100300506137,,B,B-Bus-2
A1-157,A1,A3,453.40612545969924,465.4837041249159,,A,A-Bus-1
A1-158,A1,A2,455.17838573915105,465.5337041249159,,A,A-Bus-1
A1-159,A1,A3,457.8977760911645,465.5837041249159,,A,A-Bus-1
A1-160,A1,A3,461.9021103960359,465.63370412491594,,A,A-Bus-1
A1-161,A1,A2,462.8928879114373,465.68370412491595,,A,A-Bus-1
B1-168,B1,B2,457.89063310677517,467.41811303512225,,B,B-Bus-2
B1-169,B1,B2,462.01897437815967,467.46811303512226,,B,B-Bus-2
B1-170,B1,B2,462.4600115060443,467.51811303512227,,B,B-Bus-2
B1-171,B1,B3,464.47512842028607,467.5681130351223,,B,B-Bus-2
B3-101,B3,B3,466.26100811708824,467.58741501701786,,B,B-Bus-1
B1-172,B1,B2,464.8976482454881,467.6181130351223,,B,B-Bus-2
B3-102,B3,B3,467.4593644597912,467.6374150170179,,B,B-Bus-1
B1-173,B1,B2,465.07073340370965,467.6681130351223,,B,B-Bus-2
B1-174,B1,B3,465.89265540101485,467.7181130351223,,B,B-Bus-2
B1-175,B1,B3,466.95574616426444,467.7681130351223,,B,B-Bus-2
B1-176,B1,B3,467.51778693031946,467.81811303512234,,B,B-Bus-2
A2-109,A2,A3,459.09889779363556,471.8447613510124,,A,A-Bus-1
A2-110,A2,A3,461.20168449567535,471.8947613510124,,A,A-Bus-1
A2-111,A2,A3,461.93690658621875,471.9447613510124,,A,A-Bus-1
A2-112,A2,A3,467.5835943430264,471.9947613510124,,A,A-Bus-1
B1-177,B1,B3,469.6414473641253,472.95786297021857,,B,B-Bus-1
B1-178,B1,B3,470.02332371210605,473.0078629702186,,B,B-Bus-1
B1-179,B1,B3,470.0885695686454,473.0578629702186,,B,B-Bus-1
B1-180,B1,B3,470.5680774514406,473.1078629702186,,B,B-Bus-1
B1-181,B1,B2,473.04243043436026,473.1578629702186,,B,B-Bus-1
B2-142,B2,B3,466.9592423776178,473.82605186219007,,B,B-Bus-2
B2-143,B2,B3,469.0760768530472,473.8760518621901,,B,B-Bus-2
B2-144,B2,B3,470.27577638050354,473.9260518621901,,B,B-Bus-2
B2-145,B2,B3,472.1867572302105,473.9760518621901,,B,B-Bus-2
B2-146,B2,B3,472.2868531304976,474.0260518621901,,B,B-Bus-2
A3-98,A3,A3,466.84443774136014,478.4087284320888,,A,A-Bus-1
A3-99,A3,A3,468.8892407106644,478.45872843208883,,A,A-Bus-1
A3-100,A3,A3,471.7463055433761,478.50872843208884,,A,A-Bus-1
A3-101,A3,A3,474.1501944685217,478.55872843208886,,A,A-Bus-1
A3-102,A3,A3,476.10586749462294,478.60872843208887,,A,A-Bus-1
B3-103,B3,B3,468.65836752283553,479.2712200513639,,B,B-Bus-2
B3-104,B3,B3,469.02515920128616,479.3212200513639,,B,B-Bus-2
B3-105,B3,B3,470.9248137000221,479.37122005136393,,B,B-Bus-2
B3-106,B3,B3,479.0212855854635,479.42122005136395,,B,B-Bus-2
